| Nr. | VB | Xbest |
 | 256 | -1,02772438436838 | 1,76305480745551 |
 | 257 | -0,540887983172553 | 1,76305480745551 |
 | 258 | -0,663000913877903 | 1,76305480745551 |
 | 259 | -0,309870951278429 | 1,76305480745551 |
 | 260 | 0,0106690564441047 | 1,76305480745551 |
 | 261 | 0,758143122053074 | 1,76305480745551 |
 | 262 | -0,739994629001439 | 1,76305480745551 |
 | 263 | 1,76305480745551 | 1,76305480745551 |
 | 264 | -0,327408764936052 | 1,76305480745551 |
 | 265 | -0,0487159027901591 | 1,76305480745551 |
 | 266 | -0,103775355403526 | 1,76305480745551 |
 | 267 | -0,021176071707507 | 1,76305480745551 |
 | 268 | -0,493762976820642 | 1,76305480745551 |
 | 269 | -0,0173267842754362 | 1,76305480745551 |
 | 270 | 0,46793672846843 | 1,76305480745551 |
 | 271 | 1,35671401461222 | 1,76305480745551 |
 | 272 | -0,184743620876639 | 1,76305480745551 |
 | 273 | 0,301861438231637 | 1,76305480745551 |
 | 274 | 0,136088870025091 | 1,76305480745551 |
 | 275 | -0,14451942469124 | 1,76305480745551 |
 | 276 | -0,0648455756128723 | 1,76305480745551 |
 | 277 | -0,28880142967244 | 1,76305480745551 |
 | 278 | -1,35294734723868 | 1,76305480745551 |
 | 279 | -0,262248915465072 | 1,76305480745551 |
 | 280 | -0,313500234748038 | 1,76305480745551 |
 | 281 | -0,743057625369928 | 1,76305480745551 |
 | 282 | -0,306841990857031 | 1,76305480745551 |
 | 283 | -0,179886954250553 | 1,76305480745551 |
 | 284 | 0,0469373765812951 | 1,76305480745551 |
 | 285 | -0,796451364363954 | 1,76305480745551 |
 | 286 | -1,32810476817577 | 1,76305480745551 |
 | 287 | 0,145082088031417 | 1,76305480745551 |
 | 288 | -0,00411290873596466 | 1,76305480745551 |
 | 289 | 0,0820947115778628 | 1,76305480745551 |
 | 290 | 0,0227165744503234 | 1,76305480745551 |
 | 291 | 1,4022890986647 | 1,76305480745551 |
 | 292 | -0,268133652842754 | 1,76305480745551 |
 | 293 | 0,0188955193133696 | 1,76305480745551 |
 | 294 | 0,028529402012434 | 1,76305480745551 |
 | 295 | -0,38108969231885 | 1,76305480745551 |
 | 296 | -0,0169293943330571 | 1,76305480745551 |
 | 297 | -0,0446967760112355 | 1,76305480745551 |
 | 298 | 0,376631965906356 | 1,76305480745551 |
 | 299 | -0,257841475078099 | 1,76305480745551 |
 | 300 | -0,414860927408389 | 1,76305480745551 |
 | 301 | -0,215326427722284 | 1,76305480745551 |
 | 302 | 0,0387973524214909 | 1,76305480745551 |
 | 303 | 1,27500759829996 | 1,76305480745551 |
 | 304 | 0,275022755225975 | 1,76305480745551 |
 | 305 | -1,02772438436838 | 1,76305480745551 |
 | 306 | -0,540887983172553 | 1,76305480745551 |
 | 307 | -0,663000913877903 | 1,76305480745551 |
 | 308 | -0,309870951278429 | 1,76305480745551 |
 | 309 | 0,0106690564441047 | 1,76305480745551 |
 | 310 | 0,758143122053074 | 1,76305480745551 |
 | 311 | -0,739994629001439 | 1,76305480745551 |
 | 312 | 1,76305480745551 | 1,76305480745551 |
 | 313 | -0,327408764936052 | 1,76305480745551 |
 | 314 | -0,0487159027901591 | 1,76305480745551 |
 | 315 | -0,103775355403526 | 1,76305480745551 |
 | 316 | -0,021176071707507 | 1,76305480745551 |
 | 317 | -0,493762976820642 | 1,76305480745551 |
 | 318 | -0,0173267842754362 | 1,76305480745551 |
 | 319 | 0,46793672846843 | 1,76305480745551 |
 | 320 | 1,35671401461222 | 1,76305480745551 |
 | 321 | -0,184743620876639 | 1,76305480745551 |
 | 322 | 0,301861438231637 | 1,76305480745551 |
 | 323 | 0,136088870025091 | 1,76305480745551 |
 | 324 | -0,14451942469124 | 1,76305480745551 |
 | 325 | -0,0648455756128723 | 1,76305480745551 |
 | 326 | -0,28880142967244 | 1,76305480745551 |
 | 327 | -1,35294734723868 | 1,76305480745551 |
 | 328 | -0,262248915465072 | 1,76305480745551 |
 | 329 | -0,313500234748038 | 1,76305480745551 |
 | 330 | -0,743057625369928 | 1,76305480745551 |
 | 331 | -0,306841990857031 | 1,76305480745551 |
 | 332 | -0,179886954250553 | 1,76305480745551 |
 | 333 | 0,0469373765812951 | 1,76305480745551 |
 | 334 | -0,796451364363954 | 1,76305480745551 |
 | 335 | -1,32810476817577 | 1,76305480745551 |
 | 336 | 0,145082088031417 | 1,76305480745551 |
 | 337 | -0,00411290873596466 | 1,76305480745551 |
 | 338 | 0,0820947115778628 | 1,76305480745551 |
 | 339 | 0,0227165744503234 | 1,76305480745551 |
 | 340 | 1,4022890986647 | 1,76305480745551 |
 | 341 | -0,268133652842754 | 1,76305480745551 |
 | 342 | 0,0188955193133696 | 1,76305480745551 |
 | 343 | 0,028529402012434 | 1,76305480745551 |
 | 344 | -0,38108969231885 | 1,76305480745551 |
 | 345 | -0,0169293943330571 | 1,76305480745551 |
 | 346 | -0,0446967760112355 | 1,76305480745551 |
 | 347 | 0,376631965906356 | 1,76305480745551 |
 | 348 | -0,257841475078099 | 1,76305480745551 |
 | 349 | -0,414860927408389 | 1,76305480745551 |
 | 350 | -0,215326427722284 | 1,76305480745551 |
 | 351 | 0,0387973524214909 | 1,76305480745551 |
 | 352 | 1,27500759829996 | 1,76305480745551 |
 | 353 | 0,275022755225975 | 1,76305480745551 |
 | 354 | -1,02772438436838 | 1,76305480745551 |
 | 355 | -0,540887983172553 | 1,76305480745551 |
 | 356 | -0,663000913877903 | 1,76305480745551 |
 | 357 | -0,309870951278429 | 1,76305480745551 |
 | 358 | 0,0106690564441047 | 1,76305480745551 |
 | 359 | 0,758143122053074 | 1,76305480745551 |
 | 360 | -0,739994629001439 | 1,76305480745551 |
 | 361 | 1,76305480745551 | 1,76305480745551 |
 | 362 | -0,327408764936052 | 1,76305480745551 |
 | 363 | -0,0487159027901591 | 1,76305480745551 |
 | 364 | -0,103775355403526 | 1,76305480745551 |
 | 365 | -0,021176071707507 | 1,76305480745551 |
 | 366 | -0,493762976820642 | 1,76305480745551 |
 | 367 | -0,0173267842754362 | 1,76305480745551 |
 | 368 | 0,46793672846843 | 1,76305480745551 |
 | 369 | 1,35671401461222 | 1,76305480745551 |
 | 370 | -0,184743620876639 | 1,76305480745551 |
 | 371 | 0,301861438231637 | 1,76305480745551 |
 | 372 | 0,136088870025091 | 1,76305480745551 |
 | 373 | -0,14451942469124 | 1,76305480745551 |
 | 374 | -0,0648455756128723 | 1,76305480745551 |
 | 375 | -0,28880142967244 | 1,76305480745551 |
 | 376 | -1,35294734723868 | 1,76305480745551 |
 | 377 | -0,262248915465072 | 1,76305480745551 |
 | 378 | -0,313500234748038 | 1,76305480745551 |
 | 379 | -0,743057625369928 | 1,76305480745551 |
 | 380 | -0,306841990857031 | 1,76305480745551 |
 | 381 | -0,179886954250553 | 1,76305480745551 |
 | 382 | 0,0469373765812951 | 1,76305480745551 |
 | 383 | -0,796451364363954 | 1,76305480745551 |
 | 384 | -1,32810476817577 | 1,76305480745551 |
 | 385 | 0,145082088031417 | 1,76305480745551 |
 | 386 | -0,00411290873596466 | 1,76305480745551 |
 | 387 | 0,0820947115778628 | 1,76305480745551 |
 | 388 | 0,0227165744503234 | 1,76305480745551 |
 | 389 | 1,4022890986647 | 1,76305480745551 |
 | 390 | -0,268133652842754 | 1,76305480745551 |
 | 391 | 0,0188955193133696 | 1,76305480745551 |
 | 392 | 0,028529402012434 | 1,76305480745551 |
 | 393 | -0,38108969231885 | 1,76305480745551 |
 | 394 | -0,0169293943330571 | 1,76305480745551 |
 | 395 | -0,0446967760112355 | 1,76305480745551 |
 | 396 | 0,376631965906356 | 1,76305480745551 |
 | 397 | -0,257841475078099 | 1,76305480745551 |
 | 398 | -0,414860927408389 | 1,76305480745551 |
 | 399 | -0,215326427722284 | 1,76305480745551 |
 | 400 | 0,0387973524214909 | 1,76305480745551 |
 | 401 | 1,27500759829996 | 1,76305480745551 |
 | 402 | 0,275022755225975 | 1,76305480745551 |
 | 403 | -1,02772438436838 | 1,76305480745551 |
 | 404 | -0,540887983172553 | 1,76305480745551 |
 | 405 | -0,663000913877903 | 1,76305480745551 |
 | 406 | -0,309870951278429 | 1,76305480745551 |
 | 407 | 0,0106690564441047 | 1,76305480745551 |
 | 408 | 0,758143122053074 | 1,76305480745551 |
 | 409 | -0,739994629001439 | 1,76305480745551 |
 | 410 | 1,76305480745551 | 1,76305480745551 |
 | 411 | -0,327408764936052 | 1,76305480745551 |
 | 412 | -0,0487159027901591 | 1,76305480745551 |
 | 413 | -0,103775355403526 | 1,76305480745551 |
 | 414 | -0,021176071707507 | 1,76305480745551 |
 | 415 | -0,493762976820642 | 1,76305480745551 |
 | 416 | -0,0173267842754362 | 1,76305480745551 |
 | 417 | 0,46793672846843 | 1,76305480745551 |
 | 418 | 1,35671401461222 | 1,76305480745551 |
